Subject,Description,Section,Days,Start_Time,End_Time,Room (Capacity),Enrollment_Cap,Instructor,Session,Units
MPOD,MPOD 439 - Individual Mastery Projects,*400-LEC(1481),Sun,8:30AM,5:00PM,Online - Synchronous (999),35,"Barrett,Frank",Dyn Dt,3
MPOD,MPOD 439 - Individual Mastery Projects,*400-LEC(1481),"Thu,Fri",8:30AM,5:00PM,To Be Announced,35,"Barrett,Frank",Dyn Dt,3
OPMT,OPMT 377A - Business Forecasting,*100-LEC(1339),Wed,6:00PM,8:30PM,"PBL 501
PBL 106",10 (50),"Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 377A - Business Forecasting,*100-LEC(1339),Thu,6:00PM,8:30PM,"PBL 501
PBL 106",10 (50),"Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 477A - Business Forecasting,*100-LEC(1241),Wed,6:00PM,8:30PM,"PBL 501
PBL 106","10 (50)
5 (50)","Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 477A - Business Forecasting,*100-LEC(1241),Thu,6:00PM,8:30PM,"PBL 501
PBL 106","10 (50)
5 (50)","Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
SCMG,SCMG 477A - Business Forecasting,*100-LEC(1384),Wed,6:00PM,8:30PM,"PBL 501
PBL 106","30 (50)
35 (50)","Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
SCMG,SCMG 477A - Business Forecasting,*100-LEC(1384),Thu,6:00PM,8:30PM,"PBL 501
PBL 106","30 (50)
35 (50)","Mathur, Kamlesh
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 377B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1408),Wed,6:00PM,8:30PM,"PBL 501
PBL 106",10 (50),"DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 377B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1408),Thu,6:00PM,8:30PM,"PBL 501
PBL 106",10 (50),"DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 477B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1386),Wed,6:00PM,8:30PM,"PBL 501
PBL 106","10 (50)
5 (50)","DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 477B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1386),Thu,6:00PM,8:30PM,"PBL 501
PBL 106","10 (50)
5 (50)","DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
SCMG,SCMG 477B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1385),Wed,6:00PM,8:30PM,"PBL 501
PBL 106","30 (50)
35 (50)","DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
SCMG,SCMG 477B - Enterprise Resource Planning in the Supply Chain,*100-LEC(1385),Thu,6:00PM,8:30PM,"PBL 501
PBL 106","30 (50)
35 (50)","DiFilippo, Daniel
Zokaeinikoo,Maryam",Dyn Dt,1.5
OPMT,OPMT 420 - Experiential Learning with Six Sigma Green Belt,"100
*101-LEC(1433)",TBA,2:30PM,5:15PM,"PBL 05
PBL 202","4 per Kamlesh & Mike
30 (60)
5 (27)","Goulder,Michael Lee",Regular,3
OPMT,OPMT 420 - Experiential Learning with Six Sigma Green Belt,"100
*101-LEC(1433)",Wed,6:00PM,8:30PM,"PBL 05
PBL 202","4 per Kamlesh & Mike
30 (60)
5 (27)","Goulder,Michael Lee",Regular,3
SCMG,SCMG 420 - Experiential Learning with Six Sigma Green Belt,"100
*101-LEC(1422)",TBA,2:30PM,5:15PM,"PBL 05
PBL 202","20 per Kamlesh & Mike
30 (60) 
20 (27)","Goulder,Michael Lee",Regular,3
SCMG,SCMG 420 - Experiential Learning with Six Sigma Green Belt,"100
*101-LEC(1422)",Wed,6:00PM,8:30PM,"PBL 05
PBL 202","20 per Kamlesh & Mike
30 (60) 
20 (27)","Goulder,Michael Lee",Regular,3
OPMT,OPMT 475 - Global Supply Chain Logistics,*100-LEC(1388),"Tue,Thu",10:00AM,11:15AM,"PBL 401
PBL 118",7 (51),"Mathur,Kamlesh",Regular,3
OPMT,OPMT 475 - Global Supply Chain Logistics,*100-LEC(1388),"Mon,Wed",12:45PM,2:00PM,"PBL 401
PBL 118",7 (51),"Mathur,Kamlesh",Regular,3
SCMG,SCMG 475 - Global Supply Chain Logistics,*100-LEC(1387),"Tue,Thu",10:00AM,11:15AM,"PBL 401
PBL 118",44 (51),"Mathur,Kamlesh",Regular,3
SCMG,SCMG 475 - Global Supply Chain Logistics,*100-LEC(1387),"Mon,Wed",12:45PM,2:00PM,"PBL 401
PBL 118",44 (51),"Mathur,Kamlesh",Regular,3
OPRE,OPRE 207 - Statistics for Business and Management Science I,*100-LEC(1340),"Mon,Wed",9:00AM,10:15AM,"PBL 258
PBL 07",55  57,"Zokaeinikoo,Maryam",Regular,3
OPRE,OPRE 207 - Statistics for Business and Management Science I,*101-LEC(1341),"Mon,Wed",10:35AM,11:50AM,"PBL 258
PBL 07",55  57,"Zokaeinikoo,Maryam",Regular,3
OPRE,OPRE 207 - Statistics for Business and Management Science I,*101-LEC(1341),"Mon,Wed",12:45PM,2:00PM,"PBL 258
PBL 07",55  57,"Zokaeinikoo,Maryam",Regular,3
OPRE,OPRE 301 - Operations Research and Supply Chain Management,*100-LEC(1370),"Mon,Wed",12:45PM,2:00PM,"PBL 07
PBL 258",55,"Fallahtafti,Alireza",Regular,3
OPRE,OPRE 301 - Operations Research and Supply Chain Management,*100-LEC(1370),"Mon,Wed",10:35AM,11:50AM,"PBL 07
PBL 258",55,"Fallahtafti,Alireza",Regular,3
OPRE,OPRE 301 - Operations Research and Supply Chain Management,*101-LEC(1425),"Mon,Wed",3:20PM,4:35PM,PBL 401,55  57,"Fallahtafti,Alireza",Regular,3
,"ORBH 222 - The Confidence Blueprint: Skills for College, Career and Life",,Thu,5:30PM,8:00PM,PBL 03,18.0,"Smith, Dalithia",,
ORBH,"ORBH 250 - Leading People: The Practice, Theory, and Reality of Leadership (LEAD I)",*100-LEC(1342),"Tue,Thu",10:00AM,11:15AM,PBL 02,60,"Volkova Feddeck, Maria
Van Oosten, Ellen
Liu,Han",Regular,3
ORBH,"ORBH 250 - Leading People: The Practice, Theory, and Reality of Leadership (LEAD I)",*100-LEC(1342),"Tue,Thu",11:30AM,12:45PM,PBL 02,60,"Volkova Feddeck, Maria
Van Oosten, Ellen
Liu,Han",Regular,3
ORBH,ORBH 251 - Leading Organizations (LEAD II),*100-LEC(1343),"Tue,Thu",11:30AM,12:45PM,PBL 203,60  58,"Laszlo, Christopher 
Volkova-Feddeck, Maria 
Ehasz,Sharon Fitzgerald",Regular,3
ORBH,ORBH 251 - Leading Organizations (LEAD II),*100-LEC(1343),"Tue,Thu",10:00AM,11:15AM,PBL 203,60  58,"Laszlo, Christopher 
Volkova-Feddeck, Maria 
Ehasz,Sharon Fitzgerald",Regular,3
ORBH,ORBH 303 - Developing Interpersonal Skills for Leading,*400-SEM(1482),"Mon,Tue,Thu,Fri,Sat",10:00AM,2:30PM,Online - Synchronous (999),50,"Messer,Tracey Eira",Dyn Dt,3
ORBH,ORBH 303 - Developing Interpersonal Skills for Leading,*400-SEM(1482),Sat,10:00AM,1:30PM,To Be Announced,50,"Messer,Tracey Eira",Dyn Dt,3
ORBH,ORBH 303 - Developing Interpersonal Skills for Leading,*400-SEM(1482),"Thu,Fri",10:00AM,2:30PM,To Be Announced,50,"Messer,Tracey Eira",Dyn Dt,3
ORBH,ORBH 310 - The Art and Science of High-Functioning Teams,*100-SEM(1474),"Mon,Wed",3:20PM,4:35PM,PBL 04,50  49,"Stephens,John P",Regular,3
ORBH,"ORBH 330 - Quantum Leadership: Creating Value for You, Business, and the World",*100-SEM(1365),Tue,6:00PM,8:00PM,PBL 02,"40 (50)
44 (58)","Laszlo,Christopher Peter",Regular,3
ORBH,"ORBH 430 - Quantum Leadership: Creating Value for You, Business, and the World",*100-SEM(1302),Tue,6:00PM,8:00PM,PBL 02,"10 (50) 
15 (58)","Laszlo,Christopher Peter",Regular,3
ORBH,ORBH 375 - Building Leadership Character: Ethics in Action,*100-LEC(1486),"Tue,Thu",10:00AM,11:15AM,PBL 120,18,"Case PhD,Susan S",Regular,3
ORBH,ORBH 375 - Building Leadership Character: Ethics in Action,*100-LEC(1486),"Tue,Thu",11:30AM,12:45PM,PBL 120,18,"Case PhD,Susan S",Regular,3
ORBH,ORBH 403 - Developing Interpersonal Skills for Managers,*100-LEC(1399),"Mon,Tue,Wed,Thu,Fri",6:00PM,9:30PM,PBL 02,40,"Fry,Ronald E",Dyn Dt,3
ORBH,ORBH 403 - Developing Interpersonal Skills for Managers,*100-LEC(1399),"Mon,Tue,Wed,Thu,Fri",6:00PM,10:00PM,PBL 02,40,"Fry,Ronald E",Dyn Dt,3
ORBH,ORBH 403 - Developing Interpersonal Skills for Managers,*100-LEC(1399),Sat,9:00AM,5:00PM,PBL 02,40,"Fry,Ronald E",Dyn Dt,3
ORBH,ORBH 451 - Alternative Dispute Resolution,*100-LEC(1256),Wed,3:25PM,5:25PM,Gund Hall (999),10 (32),"Mercer,Kathryn L",Regular,3
ORBH,ORBH 460 - Women in Organizations,*800-LEC(1398),"Mon,Tue,Wed,Thu",5:00PM,9:00PM,Online - Synchronous (999),56,"Bilimoria,Diana",Dyn Dt,3
ORBH,ORBH 460 - Women in Organizations,*800-LEC(1398),"Mon,Tue,Wed,Thu",7:00AM,8:00AM,Online - Synchronous (999),56,"Bilimoria,Diana",Dyn Dt,3
ORBH,ORBH 460 - Women in Organizations,*800-LEC(1398),Sat,9:00AM,5:00PM,Online - Synchronous (999),56,"Bilimoria,Diana",Dyn Dt,3
ORBH,ORBH 510 - Organizational Behavior Department Seminar,*100-LEC(1260),Wed,9:00AM,12:00PM,To Be Announced,6,"Case PhD,Susan S",Regular,1.5
PLCY,PLCY 399 - Business Policy,*100-LEC(1344),"Mon,Wed",12:45PM,2:00PM,PBL 202,55  58,"Peck, Simon, Mainardi, Cesare
Chatterjee,Sayan",Regular,3
,SCMG 462 - Artificial Intelligence Fundamentals for Supply Chain Managementy ,,Wed,9:00AM,11:45AM,PBL 118,,"Vaida, Jay",,1.5
,SCMG 463 - Case Studies in Artificial Intelligence - Supply Chain Application,,Wed,9:00AM,11:45AM,PBL 118,,"Goulder, Michael",,1.5
VEAL,VEAL 334 - Innovation & Entrepreneurship: Concepts and Practice,*100-SEM(1456),"Mon,Tue,Wed,Thu,Fri,Sat,Sun",7:00AM,8:00AM,Abroad (999),12,"Baierl,Mindy M; Hill,Michael",Dyn Dt,3
BAFI,BAFI 403 - Corporate Financial Technology,*100-LEC(1316),Thu,6:00PM,8:45PM,To Be Announced,20 (65),"Harmon,Gregory William",Regular,3
FNCE,FNCE 403 - Corporate Financial Technology,*100-LEC(1378),Thu,6:00PM,8:45PM,To Be Announced,45 (65),"Harmon,Gregory William",Regular,3
BAFI,BAFI 433 - Quantitative Risk Modeling,*100-LEC(1440),Mon,6:00PM,8:30PM,To Be Announced,12 (62),"Martinez,Edwin Cornelius Amorsolo",Regular,3
FNCE,FNCE 433 - Quantitative Risk Modeling,*100-LEC(1396),Mon,6:00PM,8:30PM,To Be Announced,50 (62),"Martinez,Edwin Cornelius Amorsolo",Regular,3
BTEC,BTEC 420 - Introduction to Programming for Business Applications,*100-LEC(1492),"Tue,Thu",8:30AM,9:45AM,To Be Announced,7 (50),"Azar,Pablo",Regular,3
DESN,DESN 210 - Introduction to Programming for Business Applications,*100-LEC(1363),"Tue,Thu",8:30AM,9:45AM,To Be Announced,43 (50),"Azar,Pablo",Regular,3
BTEC,BTEC 494 - Artificial Intelligence for Financial Modeling,*100-LEC(1327),Wed,9:00AM,11:45AM,To Be Announced,22 (58),"Vaidya,Jay Dee",Regular,3
FNCE,FNCE 494 - Artificial Intelligence for Financial Modeling,*100-LEC(1416),Wed,9:00AM,11:45AM,To Be Announced,36 (58),"Vaidya,Jay Dee",Regular,3
DESN,DESN 494 - Managerial Consultancy,*100-LEC(1539),Mon,7:45PM,9:00PM,To Be Announced,35,"Khayat,Clark Harold Ibrahim",Regular,3
DESN,DESN 494 - Managerial Consultancy,*100-LEC(1539),Sat,9:00AM,5:00PM,To Be Announced,35,"Khayat,Clark Harold Ibrahim",Regular,3
BUAI,BUAI 460 - Experiential Learning in Business Analytics,*100-LEC(1544),Mon,3:00PM,5:45PM,PBL 03,35   34,"Niraj,Rakesh Kumar",Regular,3
ECON,ECON 102 - Principles of Microeconomics,*102-LEC(1347),"Tue,Thu",10:00AM,11:15AM,To Be Announced,23,"Wolcowitz,Jeffrey",Regular,3
ECON,ECON 103 - Principles of Macroeconomics,*102-LEC(1424),"Tue,Thu",11:30AM,12:45PM,To Be Announced,65,"Wang,Sining",Regular,3
ECON,ECON 355 - The Origins of the Modern Economy,*100-LEC(1513),"Tue,Thu",1:00PM,2:15PM,To Be Announced,57,"Clingingsmith,David L",Regular,3
ECON,ECON 368 - Environmental Economics,*100-LEC(1472),"Mon,Wed",9:00AM,10:15AM,To Be Announced,40,"Helper,Susan",Regular,3
ECON,ECON 380 - Computational Economics,*800-LEC(1519),"Tue,Thu",4:00PM,5:15PM,Online - Synchronous (999),45,"Wang,Sining",Regular,3
,ENTP 222 - Social Entrepreneurship: Igniting Social Change,,"Tue,Thu",1:00PM,2:15PM,PBL 03,,"Cashon, Tiffany",,3.0
,ENTP 324 - Financing Change: Impact Investing in Action,,"Tue,Thu",4:00PM,5:15PM,PBL 120,18.0,"Falco, Elizabeth",,3.0
MGMT,MGMT 201 - Contemporary Business and Communication,*103-LEC(1426),"Mon,Wed",10:30AM,11:45AM,To Be Announced,43,"Chatterjee,Sayan",Regular,3
MGMT,MGMT 315 - International Management Institute: England,*101-LEC(1489),"Mon,Tue,Wed,Thu,Fri,Sat,Sun",9:00AM,5:00PM,Abroad (999),30,"Blakeway-Phillips,Heidi Christine",Dyn Dt,3
MGMT,MGMT 315 - International Management Institute: England,*101-LEC(1489),Sat,10:00AM,11:30AM,Online - Synchronous (999),30,"Blakeway-Phillips,Heidi Christine",Dyn Dt,3
MGTE,MGTE 440 - Six Sigma and Quality Management,*101-LEC(1524),Wed,6:00PM,8:30PM,To Be Announced,2 (27),"Goulder,Michael Lee",Regular,3
OPMT,OPMT 480 - Blockchain Technology in Supply Chain Management,*100-LEC(1390),Thu,11:30AM,2:15PM,To Be Announced,10 (57),Staff,Dyn Dt,1.5
SCMG,SCMG 480 - Blockchain Technology in Supply Chain Management,*100-LEC(1389),Thu,11:30AM,2:15PM,To Be Announced,47 (57),Staff,Dyn Dt,1.5
OPMT,OPMT 481 - Artificial Intelligence for Business Management,*100-LEC(1527),Thu,11:30AM,2:15PM,To Be Announced,10 (57),Staff,Dyn Dt,1.5
SCMG,SCMG 481 - Artificial Intelligence for Business Management,*100-LEC(1526),Thu,11:30AM,2:15PM,To Be Announced,47 (57),Staff,Dyn Dt,1.5
ORBH,ORBH 240 - Ethics for the Real World: Developing a Code of Ethics to Guide Decisions in Work and Life,*100-SEM(1518),"Tue,Thu",10:00AM,11:15AM,To Be Announced,18,"Case PhD,Susan S",Regular,3
ORBH,ORBH 511 - Micro Organizational Behavior,*100-SEM(1528),Tue,12:00PM,3:00PM,To Be Announced,10,"Cola,Philip A.",Dyn Dt,1.5
ORBH,ORBH 541 - Organizational Systems,*100-LEC(1529),Tue,1:00PM,5:00PM,To Be Announced,14,"Bilimoria,Diana",Dyn Dt,1.5
ORBH,ORBH 541 - Organizational Systems,*100-LEC(1529),Wed,1:00PM,5:00PM,To Be Announced,14,"Bilimoria,Diana",Dyn Dt,1.5
ORBH,ORBH 570 - Learning and Development,*100-SEM(1448),Tue,1:00PM,5:00PM,To Be Announced,6,"Messer,Tracey Eira",Regular,1.5
MGMT,MGMT 395 - Advanced Seminar: Entrepreneurship in Energy,*109-SEM(1521),Mon,4:00PM,5:00PM,To Be Announced,18,"Goodrich,Grant George; Lyon,Jean  ; Steirer,Jonathan Wiley",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Sustainable Impact Entp,*400-SEM(1536),Fri,10:00AM,2:30PM,To Be Announced,15,Staff,Reg 2 Half,1
MGMT,MGMT 395 - Advanced Seminar: Sustainable Impact Entp,*400-SEM(1536),Thu,4:00PM,6:00PM,To Be Announced,15,"Butler DeLong,Tramayne",Reg 2 Half,1
MGMT,MGMT 395 - Advanced Seminar: Sustainable Impact Entp,*400-SEM(1536),"Tue,Thu",11:30AM,12:30PM,Online - Synchronous (999),15,Staff,Reg 2 Half,1
MGTE,"MGTE 430 - Product and Process Design, Development, and Delivery",*100-LEC(1501),Tue,1:00PM,3:30PM,To Be Scheduled (In-Person),15,"Drummond,Colin K",Regular,3
MGTE,MGTE 450 - Engineering Entrepreneurship,*100-LEC(1502),Tue,3:00PM,5:45PM,To Be Scheduled (In-Person),15,"Marder,James Marc",Regular,3
MBAC,MBAC 508B - Strategic Issues and its Applications II,*100-LEC(1531),Thu,11:30AM,2:15PM,PBL 02,58,"Peck,Simon Ian",Dyn Dt,1.5
