Subject,Description,Section,Days,Start_Time,End_Time,Room (Capacity),Enrollment_Cap,Instructor,Session,Units
EMBA,EMBA 449 - Contemporary Issues in Management,*100-LEC(1272),Thu,1:15PM,3:15PM,To Be Announced,50,"Bailey,Bernard Craig",Dyn Dt,2.5
EMBA,EMBA 449 - Contemporary Issues in Management,*100-LEC(1272),Thu,1:15PM,5:30PM,To Be Announced,50,"Bailey,Bernard Craig",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Fri,8:00AM,10:00AM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Fri,8:00AM,12:15PM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Sat,10:15AM,12:15PM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Sat,8:00AM,10:00AM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Thu,8:00AM,10:00AM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 451 - Strategy,*100-SEM(1541),Thu,8:00AM,12:15PM,To Be Announced,50,"Chatterjee,Sayan",Dyn Dt,2.5
EMBA,EMBA 471 - Strategic Negotiations,*100-LEC(1542),Fri,3:30PM,5:30PM,To Be Announced,50,"Sheremeta,Roman M",Dyn Dt,1.25
EMBA,EMBA 471 - Strategic Negotiations,*100-LEC(1542),Thu,10:15AM,12:15PM,To Be Announced,50,"Sheremeta,Roman M",Dyn Dt,1.25
EMBA,EMBA 471 - Strategic Negotiations,*100-LEC(1542),Thu,3:30PM,5:30PM,To Be Announced,50,"Sheremeta,Roman M",Dyn Dt,1.25
EMBA,EMBA 473 - Leading Change: Teams,*100-LEC(1259),Fri,1:15PM,5:30PM,To Be Announced,50,"Van Oosten,Ellen Brooks",Dyn Dt,2.5
EMBA,EMBA 473 - Leading Change: Teams,*100-LEC(1259),Sat,1:15PM,5:30PM,To Be Announced,50,"Van Oosten,Ellen Brooks",Dyn Dt,2.5
EMBA,EMBA 473 - Leading Change: Teams,*100-LEC(1259),Thu,1:15PM,5:30PM,To Be Announced,50,"Van Oosten,Ellen Brooks",Dyn Dt,2.5
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Fri,10:15AM,12:15PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Fri,3:30PM,5:30PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Sat,10:15AM,12:15PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Sat,1:15PM,3:15PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Sat,1:15PM,5:30PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Sat,8:00AM,12:15PM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 476 - Corporate Governance and Dialogues in Healthcare,*100-SEM(1262),Thu,8:00AM,10:00AM,To Be Announced,50,"Peck,Simon Ian",Dyn Dt,1.25
EMBA,EMBA 478B - Leading Design in Organizations,*100-SEM(1263),Fri,3:30PM,5:30PM,To Be Announced,50,"Yoo,Youngjin",Dyn Dt,1.25
EMBA,EMBA 478B - Leading Design in Organizations,*100-SEM(1263),Fri,8:00AM,12:15PM,To Be Announced,50,"Yoo,Youngjin",Dyn Dt,1.25
EMBA,EMBA 478B - Leading Design in Organizations,*100-SEM(1263),Sat,1:15PM,5:30PM,To Be Announced,50,"Yoo,Youngjin",Dyn Dt,1.25
EMBA,EMBA 478B - Leading Design in Organizations,*100-SEM(1263),Sat,3:30PM,5:30PM,To Be Announced,50,"Yoo,Youngjin",Dyn Dt,1.25
EMBA,EMBA 478B - Leading Design in Organizations,*100-SEM(1263),Thu,3:30PM,5:30PM,To Be Announced,50,"Yoo,Youngjin",Dyn Dt,1.25
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Fri,10:15AM,12:15PM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Fri,1:15PM,3:15PM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Fri,1:15PM,5:30PM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Sat,8:00AM,10:00AM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Sat,8:00AM,12:15PM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
EMBA,EMBA 479 - Leading Change: Society,*100-SEM(1264),Thu,1:15PM,5:30PM,To Be Announced,50,"Cooperrider,David L",Dyn Dt,2.5
ENTP,ENTP 301 - Entrepreneurial Strategy,*100-LEC(1371),"Tue,Thu",2:30PM,3:45PM,PBL 02,58,"Buchter,Megan Elizabeth",Regular,3
ENTP,ENTP 322 - Social Entrepreneurship: Igniting Social Change,*100-SEM(1476),"Tue,Thu",1:00PM,2:15PM,PBL 03,36,"Cashon, Tiffany  BOTH??
Baierl,Mindy M; Cashon,Tiffany E",Regular,3
,ENTP 323 - Silicon Valley,*100-LEC(10229),"Tue,Thu",11:30AM,12:45PM,PBL 121,,need instructor,,
FNCE,FNCE 412 - Algorithmic Trading,*100-LEC(1446),Mon,3:00PM,5:45PM,"PBL 202
PBL 118","38
40 (58)","Noh,Joonki",Regular,3
FNCE,FNCE 412 - Algorithmic Trading,*100-LEC(1446),Mon,9:00AM,11:45AM,"PBL 202
PBL 118","38
40 (58)","Noh,Joonki",Regular,3
FTEC,FTEC 412 - Algorithmic Trading,*100-LEC(1445),Mon,3:00PM,5:45PM,"PBL 202
PBL 118","16
18 (58)","Noh,Joonki",Regular,3
FTEC,FTEC 412 - Algorithmic Trading,*100-LEC(1445),Mon,9:00AM,11:45AM,"PBL 202
PBL 118","16
18 (58)","Noh,Joonki",Regular,3
FNCE,FNCE 470 - Financial Models Using Big Data,*100-LEC(1494),Thu,3:00PM,5:45PM,PBL 401,55   57,"Bae,Joonwoo",Regular,3
FNCE,"FNCE 436B - Individual, Team and Career Development",*100-SEM(1417),Fri,9:00AM,1:00PM,"PBL 203
To Be Announced",54,"Fine,Scott",Regular,1.75
FNCE,"FNCE 436B - Individual, Team and Career Development",*100-SEM(1417),Fri,9:30AM,11:45AM,To Be Announced,54,"Fine,Scott",Regular,1.75
HSMC,HSMC 420 - Health Finance,*100-LEC(1274),Mon,6:00PM,8:00PM,PBL 118 per Laura 1/12/26; To Be Announced,30,"Herschman,Ray Samuel",Regular,3
LEOC,LEOC 435 - Practicum in Appreciative Inquiry and Positive OD,*100-PRA(1480),"Wed,Thu,Fri",8:30AM,5:00PM,To Be Announced,35,"Fry,Ronald E",Dyn Dt,3
LEOC,LEOC 480 - Dynamics of Creativity and Innovation in Organizations,*400-SEM(1441),Sat,8:30AM,5:00PM,Online - Synchronous (999),35,"Barrett,Frank",Dyn Dt,3
LEOC,LEOC 480 - Dynamics of Creativity and Innovation in Organizations,*400-SEM(1441),Sat,8:30AM,5:00PM,To Be Announced,35,"Barrett,Frank",Dyn Dt,3
LEOC,LEOC 480 - Dynamics of Creativity and Innovation in Organizations,*400-SEM(1441),Sun,8:30AM,5:00PM,Online - Synchronous (999),35,"Barrett,Frank",Dyn Dt,3
MBAC,MBAC 501D - Professional Development and Career Strategy,*100-LEC(1548),Fri,11:00AM,12:30PM,To Be Announced,20,"Tischler,Nicole Therese",Regular,.5
MBAC,MBAC 503 - Managerial Accounting,*100-LEC(1376),"Tue,Thu",10:00AM,11:15AM,PBL 118,55   57,"Jarvis,Mark",Dyn Dt,1.5
MBAC,MBAC 505 - Corporate Finance II,*100-LEC(1305),Wed,2:15PM,5:00PM,PBL 203,55   57,"Fine, Scott
Olavarria Baeza,Jose Valentin",Dyn Dt,1.5
MBAC,MBAC 505 - Corporate Finance II,*100-LEC(1305),Wed,3:00PM,5:45PM,PBL 203,55   57,"Fine, Scott
Olavarria Baeza,Jose Valentin",Dyn Dt,1.5
MBAC,MBAC 507 - Operations and Supply Chain Management,*100-LEC(1248),Tue,1:00PM,3:45PM,PBL 118,55   57,"Ning, Jie
Goulder,Michael Lee",Regular,3
MBAC,MBAC 512 - Economics,*100-LEC(1291),Mon,12:00PM,2:45PM,PBL 106,55   57,"Sheremeta, Roman
Shoag,Daniel Warren",Regular,3
MBAC,MBAC 515B - Leadership Assessment and Development,*100-LEC(1532),Thu,11:30AM,2:15PM,PBL 02,55   57,"Van Oosten,Ellen Brooks",Dyn Dt,1.5
MBAC,MBAC 518 - Business Analytics & AI for Business,*100-LEC(1533),"Mon,Wed",10:30AM,11:45AM,PBL 02,55   57,"Niraj,Rakesh Kumar",Regular,3
MBAP,MBAP 402 - Financial and Managerial Accountancy,*400-LEC(1475),Mon,7:45PM,9:15PM,To Be Announced,58,"Bucaro,Anthony Carl",Regular,3
MBAP,MBAP 402 - Financial and Managerial Accountancy,*800-LEC(1504),Wed,7:00PM,8:00PM,Online - Synchronous (999),45,Staff,Virt Reg,3
MBAP,MBAP 403 - Statistics and Decision Modeling,*400-LEC(1534),Mon,6:00PM,7:30PM,To Be Announced,58,"Fallahtafti,Alireza",Regular,3
MBAP,MBAP 403 - Statistics and Decision Modeling,*800-LEC(1505),Thu,7:00PM,8:30PM,Online - Synchronous (999),45,"Wu,Qi",Virt Reg,3
MBAP,MBAP 404 - Managing People and Organizations,*400-LEC(10152),Mon,6:00PM,7:30PM,Peter B Lewis Building (999),50,"Laszlo,Christopher Peter; Ramamurthi,Radhika",Regular,3
MBAP,MBAP 406 - Economics for Managers,*400-LEC(1535),Mon,6:00PM,7:30PM,To Be Announced,57,"Shoag,Daniel Warren",Regular,3
MBAP,MBAP 408 - Operations Management,*800-LEC(1507),Thu,7:00PM,8:30PM,Online - Synchronous (999),45,"Goulder,Michael Lee",Virt Reg,3
MBAP,MBAP 410 - Strategic Issues and Applications,*800-LEC(1506),Tue,7:00PM,8:30PM,Online - Synchronous (999),45,"Peck,Simon Ian",Virt Reg,3
MBAP,MBAP 427H - Introduction to Population Health,*800-LEC(1457),Thu,7:00PM,8:30PM,Online - Synchronous (999),45,"Nevel,Alan",Virt Sess1,1.5
MBAP,MBAP 428H - Healthcare Decision Making and Analytics,*800-LEC(1459),Wed,7:00PM,8:30PM,Online - Synchronous (999),45,Staff,Virt Reg,3
MBAP,MBAP 429H - Artificial Intelligence Applications in Healthcare Management,*800-LEC(1458),Thu,7:00PM,8:30PM,Online - Synchronous (999),45,Staff,Virt Sess2,1.5
MBAP,MBAP 474 - Leading Others,*400-LEC(10150),Mon,7:45PM,9:15PM,Peter B Lewis Building (999),50,"Messer,Tracey Eira; Ramamurthi,Radhika",Virt Sess1,1.5
MBAP,MBAP 474 - Leading Others,*800-LEC(10151),Thu,7:00PM,8:30PM,Online - Synchronous (999),50,"Messer,Tracey Eira; Ramamurthi,Radhika",Virt Sess1,1.5
MBAP,MBAP 475 - Using Financial Statements to Evaluate Performance,*400-LEC(10144),Mon,6:00PM,7:30PM,Peter B Lewis Building (999),50,"Jonas,Gregory Alan; Ramamurthi,Radhika",Virt Sess1,1.5
MBAP,MBAP 475 - Using Financial Statements to Evaluate Performance,*800-LEC(10145),Tue,7:00PM,8:30PM,Online - Synchronous (999),50,"Jonas,Gregory Alan; Ramamurthi,Radhika",Virt Sess1,1.5
MBAP,MBAP 476 - Cost-Based Decision Making,*400-LEC(10146),Mon,6:00PM,7:30PM,Peter B Lewis Building (999),50,"Jonas,Gregory Alan; Ramamurthi,Radhika",Virt Sess2,1.5
MBAP,MBAP 476 - Cost-Based Decision Making,*800-LEC(10147),Tue,7:00PM,8:30PM,Online - Synchronous (999),50,"Jonas,Gregory Alan; Ramamurthi,Radhika",Virt Sess2,1.5
MBAP,MBAP 477 - Corporate Finance,*400-LEC(10148),Mon,6:00PM,7:30PM,Peter B Lewis Building (999),50,"Olavarria Baeza,Jose Valentin; Ramamurthi,Radhika",Virt Sess2,1.5
MBAP,MBAP 477 - Corporate Finance,*800-LEC(10149),Thu,7:45PM,9:15PM,Online - Synchronous (999),50,"Olavarria Baeza,Jose Valentin; Ramamurthi,Radhika",Virt Sess2,1.5
MBAP,MBAP 482 - Introduction to Supply Chain Management,*400-LEC(10119),Mon,6:00PM,7:30PM,To Be Announced,50,"Ramamurthi,Radhika",Virt Sess2,1.5
MBAP,MBAP 482 - Introduction to Supply Chain Management,*800-LEC(10120),Thu,7:00PM,8:30PM,Online - Synchronous (999),50,"Ramamurthi,Radhika; Vairaktarakis,George",Virt Sess2,1.5
MBAP,MBAP 483 - The Strategic Edge - Economics for Leaders,*400-LEC(10142),Mon,7:45PM,9:15PM,Peter B Lewis Building (999),50,"Ramamurthi,Radhika; Sheremeta,Roman M",Virt Sess2,1.5
MBAP,MBAP 483 - The Strategic Edge - Economics for Leaders,*800-LEC(10143),Tue,7:00PM,8:30PM,Online - Synchronous (999),50,"Ramamurthi,Radhika; Sheremeta,Roman M",Virt Sess2,1.5
MBAP,MBAP 484 - Introduction to Operations Management,400-LEC(10118),Mon,6:00PM,7:30PM,Peter B Lewis Building (999),50,"Ramamurthi,Radhika",Virt Sess1,1.5
MBAP,MBAP 484 - Introduction to Operations Management,800-LEC(10117),Thu,7:00PM,8:30PM,Online - Synchronous (999),50,"Ramamurthi,Radhika; Vairaktarakis,George",Virt Sess1,1.5
MBAP,MBAP 499 - Introduction to Learning Skills,*800-SEM(1377),Mon,7:00PM,9:00PM,Online - Synchronous (999),45,"Healy,Suzanne Lee",Virt Reg,0
MGMT,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,4:00PM,6:00PM,PBL 03,40,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40.0,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40.0,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40.0,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,8:00PM,PBL 03,40.0,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Organizations,*100-LEC(1516),Tue,6:00PM,9:00PM,PBL 03,40,"Hazard, Brett C.
Hazard,Brett C; Taylor,John D",Dyn Dt,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Sustainability,*101-LEC(1517),Tue,10:00AM,11:15AM,"PBL 202
PBL 02",40,"Buchter,Megan Elizabeth, Agamanolis, Stefan",Regular,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Sustainability,*101-LEC(1517),Tue,4:00PM,5:00PM,"PBL 202
PBL 02",40,"Buchter,Megan Elizabeth, Agamanolis, Stefan",Regular,1
MGMT,MGMT 198 - Experience in Business Problem Solving: Sustainability,102.0,Wed,2:15PM,3:30PM,PBL 258,40,"Buchter,Megan Elizabeth, Agamanolis, Stefan",Regular,1
MGMT,MGMT 201 - Contemporary Business and Communication,*101-LEC(1330),"Tue,Thu",10:00AM,11:15AM,PBL 03,45,"Gilmore,James Haydn",Regular,3
MGMT,MGMT 201 - Contemporary Business and Communication,*102-LEC(1331),"Tue,Thu",11:30AM,12:45PM,PBL 03,45,"Gilmore,James Haydn",Regular,3
MGMT,MGMT 205 - Essentials of Personal Finance,*100-LEC(1473),Tue,2:30PM,3:45PM,PBL 04,40,"Sasmaz,Mary B",Regular,1.5
MGMT,MGMT 205 - Essentials of Personal Finance,*101-LEC(1515),Mon,3:20PM,4:35PM,"PBL 05
PBL 04",40,"Sasmaz,Mary B",Regular,1.5
MGMT,MGMT 205 - Essentials of Personal Finance,*101-LEC(1515),Thu,2:30PM,3:45PM,"PBL 05
PBL 04",40,"Sasmaz,Mary B",Regular,1.5
,MGMT 221 - Doing Good: How Nonprofits Change Lives,,"Tue,Thu",10:00AM,11:15AM,PBL 120,18.0,,,
MGMT,"MGMT 224 - What is Making and Manufacturing Today, and Why is Innovation Part of the Story?",*100-SEM(1549),"Mon,Wed",12:45PM,2:00PM,PBL 220,18,"Camp,Lisa Ann",Regular,3
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL 07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL 07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL 07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL 07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,8:00PM,PBL 07,40.0,"Taylor, John D",,
,MGMT 298 - Experience in Business Problem Solving: Applied Methods,,Tue,6:00PM,9:00PM,PBL 07,40.0,"Taylor, John D",,
MGMT,MGMT 315 - International Management Institute: Iceland,*100-LEC(1488),Thu,4:00PM,5:00PM,PBL 03,30,"Buchter,Megan Elizabeth",Regular,3
,MGMT 320 - Introduction to Family Business,,Mon,6:00PM,8:30PM,PBL 05,15.0,"Steeb, Cindy",,1.5
,MGMT 420 - Introduction to Family Business,,Mon,6:00PM,8:30PM,PBL 05,15.0,"Steeb, Cindy",,1.5
,MGMT 321 - Complexities of Family Business,,Mon,6:00PM,8:30PM,PBL 05,15.0,"Steeb, Cindy",,1.5
,MGMT 421 - Complexities of Family Business,,Mon,6:00PM,8:30PM,PBL 05,15.0,"Steeb, Cindy",,1.5
MGMT,MGMT 395 - Advanced Seminar: Booms and Busts - Lessons,*106-SEM(1431),Wed,12:45PM,1:45PM,Peter B Lewis 121 (25),18,"Levine,Kenneth L",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Booms and Busts - Lessons,*107-SEM(1432),Wed,2:15PM,3:15PM,Peter B Lewis 121 (25),18,"Levine,Kenneth L",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Booms and Busts - Lessons,*107-SEM(1432),Thu,10:00AM,11:00AM,Peter B Lewis 121 (25),18,"Levine,Kenneth L",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Commercial Credit Risk,*108-SEM(1520),Wed,4:30PM,5:30PM,Peter B Lewis 121 (25),18,"Rausche,Amra",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Commercial Credit Risk,*108-SEM(1520),Wed,5:30PM,6:30PM,Peter B Lewis 121 (25),18,"Rausche,Amra",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Private Credit: New Corp Debt,*105-SEM(1538),Tue,6:00PM,8:00PM,Peter B Lewis 121 (25),18,"Thompson,John",Reg 1 Half,1
MGMT,MGMT 395 - Advanced Seminar: Private Credit: New Corp Debt,*105-SEM(1538),Mon,6:00PM,8:00PM,Peter B Lewis 121 (25),18,"Thompson,John",Reg 1 Half,1
MGMT,MGMT 395 - Advanced Seminar: Social Justice Leadership,*102-SEM(1413),Tue,1:00PM,2:00PM,Peter B Lewis 121 (25),18,"Howard,Anita R",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Social Justice Leadership,*103-SEM(1414),Tue,2:30PM,3:30PM,Peter B Lewis 121 (25),18,"Howard,Anita R",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Social Justice Leadership,*104-SEM(1415),Tue,4:00PM,5:00PM,Peter B Lewis 121 (25),18,"Howard,Anita R",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Sports Management  Sports & Entertainment Sponsorships & Management,*100-SEM(1411),Thu,1:00PM,3:00PM,Peter B Lewis 121 (25),18,"Linton,Michael",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Sports Management  Sports & Entertainment Sponsorships & Management,*100-SEM(1411),Wed,9:00AM,10:00AM,Peter B Lewis 121 (25),18,"Linton,Michael",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Sports Management Spotlight Feedback: Evaluating Ideas in Real Time ,*101-SEM(1412),Fri,12:00PM,2:00PM,Peter B Lewis 121 (25),18,"Linton,Michael",Regular,1
MGMT,MGMT 395 - Advanced Seminar: Sports Management Spotlight Feedback: Evaluating Ideas in Real Time ,*101-SEM(1412),Wed,10:45AM,11:45AM,Peter B Lewis 121 (25),18,"Linton,Michael",Regular,1
,MGMT 395 - Advanced Seminar: Lead with Purpose: Strategies for Intentional Impact,400.0,Thu,1:00PM,3:00PM,Peter B Lewis 121 (25),,"Simpson, Yvette",,
,MGMT 395 - Advanced Seminar: Lead with Purpose: Strategies for Intentional Impact,,Fri,10:00AM,12:00PM,"Peter B Lewis 121 (25)
Peter B Lewis 220 (36)",,Yvette Simpson,,
,MGMT 395 - Advanced Seminar: Lead with Purpose: Strategies for Intentional Impact,,Fri,12:00PM,2:00PM,"Peter B Lewis 121 (25)
Peter B Lewis 220 (36)",,Yvette Simpson,,
,MGMT 395 - Advanced Seminar: Lead with Purpose: Strategies for Intentional Impact,,Thu,9:00AM,11:00AM,Online - Synchronous (999),,Yvette Simpson,,
,MGMT 395 - Advanced Seminar: Lead with Purpose: Strategies for Intentional Impact,,Thu,1:00PM,3:00PM,Online - Synchronous (999),,Yvette Simpson,,
,MGMT 395 - Advanced Seminar - Becoming conversant in Artificial Intelligence,,Tue,1:00PM,2:00PM,Peter B Lewis 05 (43),,"Vaidya, Jay",,
,MGMT 395 - Advanced Seminar - Effective Communication as an Analyst - Real Estate Investment Application,,Mon,2:15PM,3:15PM,Peter B Lewis 121 (25),,"Schwartz, Edward; Stone, Kevin",,
,MGMT 395 - Advanced Seminar - Art and Science of Decision Making,,Mon,1:00PM,2:00PM,Peter B Lewis 121 (25),,"Arbesman, Samuel",,
,MGMT 395 - Advanced Seminar - What Your CFO Isn't Telling You,,Thu,4:00PM,5:00PM,Peter B Lewis 121 (25),,"Steinberg, Gregory",,
,MGMT 396 - Experience in Business Consulting for Sustainable Impact,,Thu,6:00PM,8:00PM,PBL 401,50.0,"Buchter, Megan",,3.0
MGMT,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
,MGMT 398 - Action Learning,*100-LEC(1366),Fri,9:00AM,11:00AM,PBL 202,45   42,"Hazard,Brett C; Taylor,John D",Regular,6
MGMT,MGMT 398 - Action Learning,*100-LEC(1366),Mon,6:00PM,8:00PM,PBL 07,42,"Hazard,Brett C; Taylor,John D",Regular,6
MGMT,MGMT 398 - Action Learning,*100-LEC(1366),Thu,6:00PM,9:00PM,PBL 201,42,"Hazard,Brett C; Taylor,John D",Regular,6
MGMT,MGMT 398 - Action Learning,*100-LEC(1366),Wed,6:00PM,9:00PM,PBL 201,42,"Hazard,Brett C; Taylor,John D",Regular,6
MGMT,MGMT 458 - International Institute: Brno and Prague  Estonia & Finland,*100-LEC(1434),"Mon,Tue,Wed,Thu,Fri,Sat,Sun",7:00AM,8:00AM,To Be Announced,30,"Goldberg,Michael",Regular,3
MGMT,MGMT 571 - Measurement Theory and Method,*100-LEC(1497),Fri,9:00AM,3:00PM,To Be Announced,10,"Singh,Jagdip",Dyn Dt,3
MGMT,MGMT 571 - Measurement Theory and Method,*100-LEC(1497),Mon,9:00AM,3:00PM,To Be Announced,10,"Singh,Jagdip",Dyn Dt,3
MGMT,MGMT 571 - Measurement Theory and Method,*100-LEC(1497),Tue,9:00AM,3:00PM,To Be Announced,10,"Singh,Jagdip",Dyn Dt,3
MIDS,MIDS 301 - Introduction to Information: A Systems and Design Approach,*100-SEM(1334),"Tue,Thu",10:00AM,11:15AM,PBL 07,55  57,"Kim, Dongyeob
Sarangadharan Geetha Kumari,Akhil",Regular,3
MKMR,MKMR 201 - Marketing Management,*100-LEC(1335),"Mon,Wed",10:35AM,11:50AM,PBL 05,40.0,"Hughes,Christian",Regular,3
MKMR,MKMR 201 - Marketing Management,*101-LEC(1336),"Tue,Thu",10:00AM,11:15AM,PBL 501,50  33,"Ghosh,Somali",Regular,3
MKMR,MKMR 201 - Marketing Management,*102-LEC(1337),"Tue,Thu",11:30AM,12:45PM,PBL 501,50  48,"Ghosh,Somali",Regular,3
MKMR,MKMR 310 - Marketing Analytics,*100-LEC(1332),"Tue,Thu",11:30AM,12:45PM,PBL 118,50  51,"Wang, Nengbo
Azar,Pablo",Regular,3
MKMR,MKMR 311 - Customer Relationship Management,*100-LEC(1407),"Tue,Thu",1:00PM,2:15PM,PBL 07,43 (50)  43 (51),"Bodapati, Narsi
Azar,Pablo",Regular,3
MKMR,MKMR 411 - Customer Relationship Management,*100-SEM(1449),"Tue,Thu",1:00PM,2:15PM,PBL 07,"7 (50) 
8 (51)","Bodapati, Narsi
Azar,Pablo",Regular,3
MKMR,MKMR 348 - Strategic Internet Marketing,*100-LEC(1338),"Mon,Wed",10:35AM,11:50AM,PBL 03,45,"Ghosh,Somali",Regular,3
,MKMR 350 - Social Media Strategy,need class number,"Mon,Wed",12:45PM,2:00PM,PBL 04,50  45,"Hughes,Christian",,
MKMR,MKMR 412 - E-Marketing,*100-LEC(1525),Thu,6:00PM,8:30PM,PBL 118,45,"Hughes,Christian",Regular,3
MPOD,MPOD 416B - Leadership and Executive Assessment and Development,*100-LEC(1479),Tue,8:30AM,5:00PM,To Be Announced,35,"Van Oosten,Ellen Brooks",Dyn Dt,1
